מפעל,רכיב עלות,סוג תמחיר,מרכז עבודה,תאריך עדכון, עלות לסוג תמחיר 1 , עלות לסוג תמחיר 5 , עלות לסוג תמחיר 6 ,עלות לסוג תמחיר 7,מחלקה,,,
100,B12,5,WC981272,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WC999076,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBABY01,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBABY02,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBDT1Z,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY01,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY02,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY03,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY04,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY05,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY06,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY07,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY08,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY09,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY10,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY11,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY12,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY13,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY14,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY15,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY16,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY17,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY18,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY19,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY19,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY20,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODY20,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODYAL,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCBODYLB,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHLBGXL,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL01,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL02,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL03,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL04,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL05,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL06,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL07,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL08,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDL09,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCHNDLAL,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCPLUG01,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCPLUG02,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCPLUG11,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCPLUG12,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WCROTO36,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WVBODYLB,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WZ220559,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WC380866,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WC390877,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WC390882,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WC390883,, -   , 1.20 ,,,תבניות,,,
100,B12,5,WC390884,, -   , 1.20 ,,,תבניות,,,
100,B11,1,WC001048,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC001051,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC001380,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC002003,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC200031,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC200470,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC200477,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC204011,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC204044,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC210535,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC210536,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC210537,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC214175,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC220547,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC220549,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC220555,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC220556,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC220559,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC220701,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC224211,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC230307,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC230567,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC230569,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC230571,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC230861,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC240570,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC240573,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC240601,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC244302,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC250389,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC250605,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC250606,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC250613,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC256567,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC260610,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC260611,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC264471,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC270511,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC270628,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC274544,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC274545,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280001,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280002,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280101,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280102,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280103,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280104,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280105,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280106,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280107,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280108,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280109,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280110,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280111,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280456,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280654,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280670,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC280673,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286059,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286060,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286061,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286062,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286063,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286064,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286065,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286066,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286067,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286068,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC286069,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC290671,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC290677,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC290685,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC290687,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC290688,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC290696,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC294688,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC294689,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC300624,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC300697,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC300701,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC300703,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC300706,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC302901,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC302902,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC304868,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC310001,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC314941,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320001,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320002,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320003,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320717,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320722,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320726,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320727,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC320733,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330051,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330052,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330734,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330737,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330738,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330739,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330740,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330741,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC330808,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC335140,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC340744,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC340745,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC340755,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC340872,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC349101,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC349102,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC350102,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC350773,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC350971,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC350972,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC355220,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC355250,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC359103,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360048,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360491,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360783,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360785,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360786,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360792,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360795,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360797,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC360799,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC365309,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC369104,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC370800,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC370816,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC370825,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC370829,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC371087,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC375315,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380201,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380846,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380847,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380848,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380851,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380854,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380855,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC385383,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC385391,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC385403,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC834696,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC865850,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC865851,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC865852,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC916465,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC916466,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC916498,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC916499,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC916514,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC920871,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC920891,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC926625,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC936677,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC940341,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC940351,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC940651,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC940661,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC960187,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC960211,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC960841,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC968714,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC970311,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC970851,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC978823,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC980311,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC980329,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC980333,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC980363,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC981272,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC999076,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBABY01,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBABY02,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBDT1Z,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY01,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY02,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY03,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY04,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY05,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY06,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY07,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY08,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY09,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY10,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY11,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY12,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY13,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY14,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY15,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY16,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY17,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY19,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY20,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODYAL,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODYLB,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHLBGXL,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL01,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL02,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL03,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL04,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL05,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL06,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL07,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL08,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDL09,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCHNDLAL,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCPLUG01,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCPLUG02,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCPLUG11,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCPLUG12,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCROTO36,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WVBODYLB,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WZ220559,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY19,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WCBODY20,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC380866,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC390877,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC390882,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC390883,, 90.31 , -   ,,,תבניות,,,
100,B11,1,WC390884,, 90.31 , -   ,,,תבניות,,,
100,B11,5,WC001048,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC001051,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC001380,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC002003,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC200031,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC200470,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC200477,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC204011,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC204044,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC210535,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC210536,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC210537,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC214175,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC220547,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC220549,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC220555,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC220556,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC220559,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC220701,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC224211,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC230307,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC230567,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC230569,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC230571,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC230861,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC240570,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC240573,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC240601,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC244302,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC250389,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC250605,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC250606,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC250613,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC256567,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC260610,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC260611,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC264471,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC270511,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC270628,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC274544,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC274545,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280001,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280002,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280101,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280102,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280103,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280104,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280105,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280106,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280107,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280108,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280109,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280110,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280111,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280456,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280654,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280670,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC280673,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286059,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286060,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286061,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286062,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286063,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286064,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286065,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286066,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286067,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286068,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC286069,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC290671,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC290677,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC290685,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC290687,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC290688,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC290696,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC294688,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC294689,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC300624,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC300697,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC300701,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC300703,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC300706,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC302901,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC302902,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC304868,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC310001,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC314941,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320001,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320002,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320003,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320717,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320722,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320726,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320727,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC320733,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330051,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330052,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330734,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330737,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330738,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330739,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330740,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330741,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC330808,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC335140,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC340744,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC340745,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC340755,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC340872,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC349101,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC349102,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC350102,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC350773,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC350971,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC350972,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC355220,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC355250,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC359103,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360048,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360491,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360783,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360785,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360786,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360792,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360795,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360797,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC360799,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC365309,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC369104,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC370800,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC370816,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC370825,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC370829,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC371087,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC375315,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC380201,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC380846,, -   , 27.79 ,,,תבניות,,,
100,B11,5,WC380847,, -   , 27.79 ,,,תבניות,,,
